地址,电话,传真,公司网址,主营产品,企业名称,数据来源
江苏省张家港市塘桥镇鹿苑牛桥工业区,86-512-58353598-,86---,省张家港市塘桥镇鹿苑牛桥工业区,www.hfengee.com,"高频整流器+铝氧化电源+电镀电源 +电解电源+加热电源+电泳电源","更多",http://txxiejian.alu.cn/supply.html
沈阳市铁西区建设东路35号,86-024-31805366-,86-024--,市铁西区建设东路35号,,"喜多力喷码机,进口喷码机,美国喷码机,沈阳喷码机,多米诺喜多力,喜多力ci580,喜多力ci700,金属喷码机",沈阳炜能达机电设备有限公司,http://sywnd.alu.cn/supply.html
大毕庄北方五金城E区16栋107,86-022-84825689-,86-022-84825689-,庄北方五金城E区16栋107,www.zc0086.com,"磁力抛光机,磁力研磨机,全自动去毛刺机,全自动去毛刺抛光机,磁力抛光针,电脑打点机,退磁器,烘干机",东莞市中创数控设备科技有限公司,http://zcxiao.alu.cn/supply.html
佛山市南海区大沥镇黄岐广佛路97号美嘉广场2101,86-0757-85922757-,86-0757-85922757-,市南海区大沥镇黄岐广佛路97号美嘉广场2101,,"冷焊机,铝焊机,修复机",安徽华生机电设备有限公司,http://huasheng1122.alu.cn/supply.html
广东省佛山市南庄镇湖涌工业区豫阳二路,86-0757-82012410-,86-0757-82012430-,省佛山市南庄镇湖涌工业区豫阳二路,www.dchz.cn,"两酸化学抛光剂,无镍封孔剂,不锈钢发黑剂,铜发黑剂,碱蚀剂,酸性砂面剂,封孔剂,染料",佛山市德诚合众化工有限公司,http://dchz.alu.cn/supply.html
江阴市周庄镇,86-0510-86280807-,86-0510-86280807-,市周庄镇,http://www.xinyu.com,"铝型材,门窗型材,幕墙型材,工业型材,江阴铝型材,江阴鑫裕,铝合金,散热器",江阴鑫裕装潢材料有限公司,http://xinyu.alu.cn/supply.html
伦教镇羊额周地工业区永安路9号,86-0757-27751323-,86-0757-28797987-,镇羊额周地工业区永安路9号,htpp://www.gdwds.com,"高频焊机,高频加热设备,金属熔炼炉,中频电源,锻造炉,超高频焊机,打标机,攻丝机",佛山市顺德区伟迪生精密机电有限公司,http://wdsjmjd.alu.cn/supply.html
山东省潍坊市临朐县纸坊工业园,86-536-3498558-,86-536-3496788-,省潍坊市临朐县纸坊工业园,taiyangganzao.com,烘干设备+烘箱+热风炉+转筒烘干机+端风烘干机+纸管烘干机+食品烘干机+等很多很多,临朐太阳干燥设备有限公司,http://taiyangganzao.alu.cn/supply.html
浙江省?杭州市西湖科技园西北区,86-0571-89710976-,86-0571-88969484-,省?杭州市西湖科技园西北区,www.litelube.com.cn,"导热油,切削液,皂化油,高温润滑脂,液压油,机油,链条油,工业润滑油",杭州力特油剂有限公司,http://hzlite.alu.cn/supply.html
郑州市博颂路20号,86-0371-60960056-,86-0371-55685256-,市博颂路20号,http://www.zzzhongwei.com,"烧嘴,煤气发生炉,熔铝炉,锻造加热炉,窑炉,天然气化锌炉",郑州中威环保设备有限公司,http://zhongweihuanbao.alu.cn/supply.html
东莞大岭山颜屋管理区,86-769-85352187-,0769-769-85352187-,大岭山颜屋管理区,http://www.cnxxym.com,"振动式抛光机,滚筒式光饰机,涡流式光饰机,行星式光饰机,白刚玉,高铝瓷,研磨液,光亮剂",星星研磨有限公司东莞大岭山金砺发经营部,http://xliha0918.alu.cn/supply.html
佛山市南海区大沥镇江夏路段博美铝材五金城十九路02号,86-0757-85517399-,86-0757-85527009-,市南海区大沥镇江夏路段博美铝材五金城十九路02号,http://www.gzalmp.com.cn,"铝材,铝合金门窗,铝幕墙,铝合金型材,铝合金,铝型材,铝梯,铝合金幕墙",广州铝材厂有限公司,http://gdqianjing.alu.cn/supply.html
佛山市南海区里水镇汤村工业区,86-0757-85123775-,0757-0757-85122707-,市南海区里水镇汤村工业区,http://www.yi-hong.com,"公司现主要生产铜基、银基、锡基、铝基等系列钎料，规格有：银焊条,银焊环,银焊圈，银焊枝，银焊片,银焊丝,银焊线,银焊料,银焊粉,银焊膏,镍焊膏,粉状银焊料,共晶焊料，膏状银焊料,三明治焊片,非晶焊料,铜焊条,铜焊枝，铜焊环,铜焊圈，铜焊丝,铜焊线,磷铜焊料，磷铜粉，铜焊水,铜焊粉，锡银焊料，银焊水，钎剂，助焊剂，QJ10",佛山市益宏焊接有限公司,http://xiongman1988.alu.cn/supply.html
浙江省杭州市萧山区,86-0571-82016383-,86-0571-82106337-,省杭州市萧山区,www.xsduoya.com,"铝镁锰屋板,钛锌板,太古铜板,彩色琉璃瓦,彩色压型板,开.闭口楼承板,4S指定梯形.波浪型墙板,墙面板系统",杭州多亚建筑建材有限公司,http://huidazhi.alu.cn/supply.html
东莞市道滘镇南城工业区,86-0769-33533588-,86-0769-81162629-,市道滘镇南城工业区,http://www.qxyanmoji.com,"磁性分料机,三次元振动研磨机,三次元自动选料振动研磨机,全自动磁力研磨机生产线,不锈钢脱水机烘干机,高速离心研磨机,全自动涡流机生产线,全自动振动研磨机生产线",东莞市启翔研磨机械有限公司,http://zhengdoris68.alu.cn/supply.html
河北省石家庄市桥西红旗大街翰林观天下,86-0311-89838883-,86-0311-85236900-,省石家庄市桥西红旗大街翰林观天下,,"暖边条,暖边间隔条,中空暖边间隔条,充气角插件,角插件,直插件,铝间隔条,冷拔铝间隔条",河北共创建材贸易有限公司,http://akefa.alu.cn/supply.html
北京丰台区马家堡东路,86-010-56921499-,86-010-56921499-,丰台区马家堡东路,,"幕墙铝型材,办公隔断铝型材,灯箱铝型材,旋转门铝型材,铝方管型材,冷库铝排管型材,太阳能边框铝型材,散热器片铝型材",北京浩天铭帝铝业有限公司,http://jiaoguixin2.alu.cn/supply.html
东莞市长安镇振安东路137号,86-0769-81889626-,86-0769-81889616-,市长安镇振安东路137号,http://www.dgjmjs.com,"7075铝合金棒,铝线,铝管,铝排、铝板、铝卷带,铜线,铜棒,铜排,铜板、铜带",东莞市嘉盟金属材料有限公司,http://dgjmjs.alu.cn/supply.html
河南省济源市科技工业区,86-0391-6686238-,86-0391-6686238-,省济源市科技工业区,,"耐火级a-Al2o3粗粉,耐火级a-Al2o3微粉,氧化铝瓷粉（低温和普通型）,氧化铝造粒粉（低温和普通型）,氧化铝防弹陶瓷,氧化铝陶瓷,氧化铝密封环,氧化铝刮水板",河南济源兄弟材料有限公司,http://lijingwei529.alu.cn/supply.html
市中区腊山路14-1号,86-0531-58788920-,86-0531-58788920-,区腊山路14-1号,http://www.ketepack.com,"自动缠绕机,缠绕包装机,托盘缠绕包装机,悬臂缠绕包装机,薄膜缠绕机,水平缠绕包装机,环体缠绕包装机,翻转机",济南科特机械工程有限公司,http://ketepack.alu.cn/supply.html
苏州市高新区横塘科技工业园,86-0512-68078131-,86-0512-68078131-,市高新区横塘科技工业园,,"制氮机,氨分解,气体纯化,制氮机维修保养,氨分解维修保养,制氮机碳分子筛更换,氨分解炉胆,z204镍触媒","更多",http://szslcqt.alu.cn/supply.html
上海市松江工业园区,86-021-57843825-,86-021-57645329-,市松江工业园区,yunshengjs.alu.cn,"7075进口/国产铝板,6063进口/国产铝棒,5083进口/国产铝合金,2024进口/国产精密铝板,LY12进口/国产铝,3003进口/国产铝排,6082进口/国产铝型材,2A12进口/国产模具铝板",昀胜金属制品（上海）有限公司,http://yunshengly.alu.cn/supply.html
中国广东东莞东莞市,86-0769-82052700-,86-185-66182880-66182880,广东东莞东莞市,www.yixingbz.cn,"气泡袋,气泡膜,真空袋,铝箔袋,镀铝袋,防静电屏蔽袋,镀铝膜气泡袋,自封口铝箔袋",东莞市奕星包装制品有限公司,http://yixingpack.alu.cn/supply.html
上海市宝山区铁锋路2000弄23号1302室,86-021-36309358,86-021-36309500,市宝山区铁锋路2000弄23号1302室,www.shgb668.com,,上海钢彪实业有限公司,http://shgbxhyyy.alu.cn/supply.html
苏州市相城区渭塘镇澄阳路999-1号,86-0512-68386691-8928,86-0512-68386691-,市相城区渭塘镇澄阳路999-1号,http://www.szagera.com/,"中频点焊机,储能点焊机,螺母凸焊机,闪光对焊机,江苏中频焊机,交流点焊机,江苏储能焊机,点焊机",苏州安嘉自动化设备有限公司,http://ruiji123.alu.cn/supply.html
东莞市万江区金曲路金泰管理区大厦二楼,86-0769-22710188-805,86-0769-22705829-,市万江区金曲路金泰管理区大厦二楼,http://www.bont.cn,"漆包线脱漆剂,漆包线脱漆,高温漆包线脱漆剂,退银机,脱银粉,退银粉,无氰脱金,铝助焊剂",东莞市中子电子材料有限公司,http://dgbt0769.alu.cn/supply.html
佛山市澜石镇有色金属市场,86-0757-63294510-1,86-0757-63294510-1,市澜石镇有色金属市场,http://haoj12.alu.cn/,"铝板雕刻屏风,铝板雕刻护栏,欧式屏风,不锈钢屏风,铝板雕花立柱,金属异形制品,不锈钢护栏,铝板浮雕壁画",佛山市溢升金属制品有限公司,http://haoj12.alu.cn/supply.html
深圳市公明楼村后海旭发科技园五栋五楼,86-0755-27888049-803,86-0755-27888049-803,市公明楼村后海旭发科技园五栋五楼,www.huayu-xiandai.com,"恒温恒湿储存柜,电子防潮箱,烘烤箱,博物馆恒温柜,除湿机,隧道炉,压花铝内箱,档案馆恒温恒湿",深圳市华宇现代科技有限公司,http://huayuxiandai.alu.cn/supply.html
"莞城区 旗峰路162号中侨大厦B座1802",86-769-28827680-,86---,"区 旗峰路162号中侨大厦B座1802",http://www.gdzsjd.com,"机电设备,石材电解炉,石材染色炉,仪器仪表,电热元件,耐火材料,氯动液压配件,熔炼保温炉",东莞市中实机电工程有限公司,http://zhongshi001.alu.cn/supply.html
上海市松江区新桥镇新南街299弄,86-021-31608995-,86-021-61923431-,市松江区新桥镇新南街299弄,http://www.you-ang.com,"优昂减速机,涡轮减速电机,万鑫涡轮减速机,大扭力行星减速机,品宏行星减速机,微型齿轮减速机,游星减速机,铝合金涡轮减速机",上海优昂机电有限公司上海销售部,http://uang123.alu.cn/supply.html
佛山市顺德区大良大门工业区,86-757-28626633-,86---,市顺德区大良大门工业区,,"利凯尔铝塑板,冲孔铝塑板,木纹铝塑板,拉丝铝塑板,幕墙铝单板,冲孔铝单板,铝天花吊顶",广东利凯尔实业有限公司,http://yy18675183977.alu.cn/supply.html
江苏省无锡市惠山区前洲街道友联村,86-0510-83451699-,86---,省无锡市惠山区前洲街道友联村,,"涂装设备,铝型材喷涂设备,氟碳喷涂流水线,静电涂装设备,铝型材卧式喷粉线,铝型材立式喷粉线,粉末涂装设备",无锡博兰德喷涂设备有限公司,http://bolande.alu.cn/supply.html
莞城旗峰路162号中侨大厦B座1802室,86-0769-28827680-,86---,旗峰路162号中侨大厦B座1802室,,"熔铝炉,铝水除气机,T6炉,退火炉,回火炉,淬火炉,正火炉,热处理设备",东莞市中实机电工程有限公司,http://zs2014.alu.cn/supply.html
苏州相城区工业园,86-0512-69593371-,86-0512-69593317-,相城区工业园,http://www.sufaqiti.com,"制氮机设备,氮气纯化设备,制氮机专用碳分子筛,制氮机专用宝德气动阀,3093碳脱氧剂,制氮机维修,氨分解设备,氨分解配件",苏州苏发气体设备有限公司,http://szsfqtsb.alu.cn/supply.html
长沙经开区佳园路9号,86-731-86809535-,86---,经开区佳园路9号,,"铝钪合金,铝钪合金焊丝,氧化钪,金属钪,铝钪复合板,铝钪蜂窝板,稀土靶材,稀土粉末",湖南东方钪业股份有限公司,http://dongfangkangye.alu.cn/supply.html
东莞市大朗镇水平村以诺工业园,86-0769-82868391-,86-0769-82868391-,市大朗镇水平村以诺工业园,http://www.dgjialing168.com,"冷却塔,电机,水泵,水箱,风机,配件",东莞市嘉菱冷却设备有限公司,http://dglingdian.alu.cn/supply.html
河北省衡水市霞口开发区,86-0318-4785655-,86-0318-4788768-,省衡水市霞口开发区,http://hbdmbz.com,"包装卷膜,铝箔袋,自立袋,真空袋,拉链袋,彩印袋,自封袋",河北德懋塑料包装制品有限公司,http://dmbzhb.alu.cn/supply.html
江苏省无锡市惠山区前洲工业园北惠路28号,86-0510-83393257-,86---,省无锡市惠山区前洲工业园北惠路28号,www.wxymd.net,"铝型材挤压机,长棒热剪炉,铝型材模具炉,铝型材双开门时效炉,铝型材冷床,智能单、双牵引机,铝型材挤压设备,镁型材挤压机",无锡意美德机械有限公司,http://yimeide.alu.cn/supply.html
山东德州,86-0534-2179299-,86-0534-2179299-,德州,,"中央空调主机,中央空调系列,空调末端产品,风机,冷却塔,水箱,风管,风口",山东鹏鲲空调设备有限公司,http://sdpkktgs.alu.cn/supply.html
广州市白云区御丰广场,86-020-36057577-,86-020-36748589-,市白云区御丰广场,,"松下电焊机,松下等离子切割机,铜焊材,铝焊材",广州金流机电设备有限公司,http://gzjinliuxsb.alu.cn/supply.html
昆山市张浦镇永燃路178号-8号,86-0512-57016366-,86-0512-57016366-,市张浦镇永燃路178号-8号,,"铝箔膜,铝塑膜,立体袋,防静电屏蔽袋,尼龙真空袋,铝箔袋,铝塑袋,PE袋","更多",http://a2171744397.alu.cn/supply.html
东莞市塘厦镇清湖头清湖路9B华智产业园,86-0769-87921683-,86-0769-87927136-,市塘厦镇清湖头清湖路9B华智产业园,,"别墅门,铝艺围栏,阳台护栏,楼梯扶手",东莞市华雅金属制品有限公司,http://huaya888.alu.cn/supply.html
广州番禺区南村镇坑头工业区22号之三,86-020-39252074-,86---,番禺区南村镇坑头工业区22号之三,,"铝天花板,异形铝天花,铝格栅,铝方通铝圆管,铝内外幕墙板,铝条扣铝方板,铝蜂窝板,挂片及天花配件",广州国景装饰材料有限公司,http://lq15918128169.alu.cn/supply.html
广东省佛山市南海区桂城平洲西大道聚龙村工业区,86-1341-3285827-,86-0757-89950449-,省佛山市南海区桂城平洲西大道聚龙村工业区,http://www.fsqfl.com,"镜钢机,收放卷机,磨砂机,贴膜机,清洗机,拉丝机,雪花砂光机,磨砂机",佛山市南海区齐发隆五金机械厂,http://fsqyfss.alu.cn/supply.html
济南市历城区祝甸中段,86-133-70522601-,86-8891-7271-,市历城区祝甸中段,,"工业铝型材,铝型材配件,铝型材加工,铝型材框架,防静电工作台",济南聚格实业有限公司,http://lixiaojie900722.alu.cn/supply.html
广州市,86-020-39982267-,86-020-39982267-,市,,"铝塑板,铝天花",广州市佰铝装饰材料有限公司,http://lihao0825.alu.cn/supply.html
深圳市福田区车公庙泰然工业园213栋6D,86-0755-33967978-,86-0755-82550933-,市福田区车公庙泰然工业园213栋6D,,"WP435A,差压变送器,液位变送器,二次表,WIKA传感器,WP压力传感器,LPB210液位,PB450-CQ",深圳市东方万和仪表有限公司,http://whsensors.alu.cn/supply.html
黄石东路荷塘领会东区翰云路494号,86-020-66652306-,86-202-66652305-,东路荷塘领会东区翰云路494号,,铝合金脚手架,广州市格栏特工程设备有限公司,http://gelant168.alu.cn/supply.html
南通如皋常青工业园新泰路2号,86-0513-55085377-,86-0513-8778255-,如皋常青工业园新泰路2号,,"立式打包机,卧式打包机,金属屑压块机,固废破碎机,金属打包机",南通恩派特机械有限公司,http://enerpat2016.alu.cn/supply.html
临泉东路海州景秀世家,86-0551-67697901-,86-0551-67697901-,东路海州景秀世家,,"燃烧器,燃烧机,燃烧器维修,燃烧器保养,供应安徽燃烧器",合肥威荣热能设备有限公司,http://liangnengfu.alu.cn/supply.html
东莞市长安上沙工业区,86-0769-87094463-|,86-0769-87094465-,市长安上沙工业区,www.fengshun16.com,"7075铝棒,6061铝棒,7075铝板,7075铝合金,6061铝板,5052铝板,5083铝板,5083铝合金",东莞市长安丰顺金属材料行,http://baishun16.alu.cn/supply.html
广州市黄埔区黄埔东路1号东城国际大厦2107室,86-020-22197651-,86-020-22197654-,市黄埔区黄埔东路1号东城国际大厦2107室,,"铝材专用光泽仪,日本KETT涂层测厚仪,美能达色差仪,各类试验箱,铝材专用弹性冲击器,维修日本美能达色差仪,电解式测厚仪,BYK光泽仪",广州市统富机电设备有限公司,http://gztoongfuh.alu.cn/supply.html
河南新密超化耐材工业区,86-0371-63186688-,86-0371-63186688-,新密超化耐材工业区,,"耐火砖,高铝砖,粘土砖,轻质保温砖,磷酸盐结合砖,硅莫砖,耐火浇注料,耐磨浇注料",郑州东阳耐火材料有限公司,http://dync123.alu.cn/supply.html
安平县王各庄开发区,86-0318-8559123-,86-0318-8067222-,县王各庄开发区,http://www.ytchongkongban.com,"冲孔网,声屏障,外墙装饰网,防滑板,装饰冲孔网,隔音墙",安平县亿天五金冲孔制品厂,http://yitian1.alu.cn/supply.html
江苏省苏州市吴中区临湖镇平安街799号,86-0512-68566898-,86-0512-68566899-,省苏州市吴中区临湖镇平安街799号,,"包装袋,复合袋,真空袋,铝箔袋,镀铝袋,蒸煮袋,屏蔽袋,中封袋",苏州市浩鑫包装材料有限公司,http://haoxin188.alu.cn/supply.html
河北省廊坊市固安县牛驼开发区,86-0316-7025340-,86---,省廊坊市固安县牛驼开发区,,"滤清器,过滤器,滤芯,除尘滤芯,液压滤芯,烧结滤芯,滤片,滤筒",固安县京都过滤器材厂,http://jingdukejilvye.alu.cn/supply.html
合肥市包河区当涂路388号,86-0551-63506873-,86-0551-63506873-,市包河区当涂路388号,www.xsjddmy.com,"电动卷闸门,电动车库门,电动伸缩门,不锈钢网型门,透明水晶卷闸门,抗风卷闸门,防火卷帘门,厂房推拉门",合肥红门开门窗有限公司,http://a1421889089.alu.cn/supply.html
济南济南市历城区遥墙街道办事处谷家工业园,86-0531-61388773-,86-0531-61388773-,济南市历城区遥墙街道办事处谷家工业园,,"铝门窗设备,中空玻璃设备,断桥铝设备,铝门窗精密锯,铝门窗组角机,中空玻璃板压线,丁基胶涂布机,分子筛灌装机",济南科莱机器制造厂,http://kelai669.alu.cn/supply.html
上海市嘉定区安亭镇朱家村工业区8号,86-021-80128313-616,86-021-80128312-608,市嘉定区安亭镇朱家村工业区8号,http//www.shgsjd.com,"高温炉,马弗炉,管式炉,灰化炉,工频火花机,印字机,气氛炉,硅钼棒",上海广树机电有限公司,http://zhangn1993.alu.cn/supply.html
济南市天桥区丁太鲁大街丁庄工业园76-3号,86-0531-85808065-,86-0531-85808065-,市天桥区丁太鲁大街丁庄工业园76-3号,http://www.sclvye.com,"铝板卷纯铝板,合金铝板,铝箔,花纹铝板,1060、3003、5052铝板,交通标牌,幕墙铝板镜面铝板,6061铝板",济南双成铝业有限公司,http://scly0531.alu.cn/supply.html
东莞市茶山镇京山第八工业区沃森工业园,86-0769-26268156-26268155,86-0769-26268155-,市茶山镇京山第八工业区沃森工业园,WWW.dh0769.com,"喷砂机，,自动喷砂机,定做喷砂机，喷砂加工,棕刚玉，金刚砂，,白刚玉,玻璃珠，陶瓷砂,树脂砂，尼龙砂,喷砂配件，喷枪，喷嘴，手套，电磁阀调压阀","更多",http://dh0769.alu.cn/supply.html
上海市嘉定区黄渡工业园区,86-021-69583955-,86-021-69588761-,市嘉定区黄渡工业园区,www.haye.cn,"工业制冷设备,铝材加工设备,铝材降温设备,中央空调设备,铝材质冷设备,铝材厂房空调,工业降温设备,工业冷冻设备",上海瀚艺冷冻机械有限公司,http://happy8390qj.alu.cn/supply.html
苏州市相城区善济路158号,86-177-12628186-,86-0512-66833792-,市相城区善济路158号,http://www.sumfloc.com,"漆雾凝聚剂,AB剂,除漆剂,聚合氯化铝,聚丙烯酰胺,油漆絮凝剂,PAC,漆雾凝聚剂原料",苏州昊诺工贸有限公司,http://haonuo2015.alu.cn/supply.html
连云港市新浦浦南开发区东海北路东侧,86-0518-85287065-,86-0518-85287066-,港市新浦浦南开发区东海北路东侧,,"铝箔加工设备,面膜加工设备,医用辅料加工设备,无纺布加工设备,四边封包装机包装机,塑料膜加工设备",连云港市智欣捷机械有限公司,http://zxj2017.alu.cn/supply.html
济南市袁柳工业园,86-531-87100426-,中国-0531-87100426-,市袁柳工业园,www.mtssysb.com,"冲击试验低温槽,冲击试验机,冲击试样缺口拉床,试验机",济南超能试验仪器有限公司,http://jncncn.alu.cn/supply.html
苏州昆山周市新镇东方路115号,86-0512-55002871,,昆山周市新镇东方路115号,www.ksflh.com,,昆山富利豪金属制品有限公司,http://fulihao2011.alu.cn/supply.html
揭阳市揭东区圩埔工业区,86-0663-3933396-,86-0663-3933696-,市揭东区圩埔工业区,www.gdbask.com,"铝合金门窗,断桥铝门窗,阳光房,推拉门,平开门,弧形门,平开窗,铝木门",揭阳市揭东区曲溪东信门窗厂,http://baskdw.alu.cn/supply.html
广东佛山,86-0757-89992386-,86-0757-88030987-,佛山,http://www.fsfps.com,"铝天花,铝扣板,铝格栅,铝蜂窝板,铝方通,铝单板,铝挂片,铝方板",佛山市精裁之家装饰材料有限公司,http://lthbcj6688.alu.cn/supply.html
"广东 深圳市福田区车公庙海松大厦2",86-0755-83229823-,86-0755-8322982-,深圳市福田区车公庙海松大厦2,www.ldy.net.cn,"比泽尔压缩机油,汉钟压缩机油,约克冷冻油,开利冷冻油,特灵冷冻油,太阳冷冻油,日立冷冻油,中央空调冷冻油",深圳市弘天联合科技有限公司,http://lengdongyou.alu.cn/supply.html
佛山市南海区罗村镇沙坑工业区北环一路,86-757-86446011-,86-757-86446011-,市南海区罗村镇沙坑工业区北环一路,,"飞剪机,（数控）分条,（数控）纵横切机,滚剪机,数控剪板机,简易分条机,伺服送料机,液压收放卷机",佛山市南海区华韩机械设备有限公司,http://tangjian1108.alu.cn/supply.html
天津静海县,86-022-59590398-,86---,静海县,,"铝板,铝单板,铝方,铝棒,铝管",中通（天津）建材有限公司,http://huangmuqing56.alu.cn/supply.html
苏州昆山新镇东方路,86-0512-55002871-,86-0512-5500-2872,昆山新镇东方路,,"模具钢,弹簧钢,工具钢,铝合金,铝管,五金,不锈钢,钢材",昆山富利豪金属制品有限公司,http://ksflh2016.alu.cn/supply.html
广东省佛山市桂城街道平洲滘口大街20号,86-0757-86777086-,86-0757-86777082-,省佛山市桂城街道平洲滘口大街20号,,"铜金粉,珠光粉,反光粉,荧光粉,夜光粉,金葱粉,铝银浆,进口金银粉",广州市华奎化工有限公司,http://liangjing218.alu.cn/supply.html
大连市甘井子区姚北路25-18号,86-0411-39525022-,0411-0411-39525009-,市甘井子区姚北路25-18号,http://www.hgcx.cn/,"注胶机,浇注机,涂胶机,点胶机,打齿机,切桥机,发泡机,浇注切桥一体",大连华工创新科技股份有限公司,http://hgong439.alu.cn/supply.html
苏州市苏埭路168号,13451641119,0512-65320153,市苏埭路168号,http://bjqt.com,"氨分解炉,制氮机,镍触媒,退火炉,烧结炉,制氢炉,分子筛,罩式炉",苏州宝净气体设备有限公司,http://lihaozjy.alu.cn/supply.html
浙江省嘉兴市嘉善县姚庄镇魏中路328,86-0573-84873780-,86-0573-84873780-,省嘉兴市嘉善县姚庄镇魏中路328,http://www.alu-home.com,"铝箔餐盒,煲仔饭铝箔碗,锡纸餐盒,锡纸,铝箔卷,方形铝箔餐盒,航空餐盒,小卷铝箔",嘉兴壹格环保科技有限公司,http://gpack01.alu.cn/supply.html
深圳市宝安区沙井街道沙四社区北帝堂一路华茂大厦2座21C,86-0755-29538116-,86-0755-29538117-,市宝安区沙井街道沙四社区北帝堂一路华茂大厦2座21C,www.szsmetal.com,"铝带,铝箔,铝管,铝制品,铝板,铝线,铝棒,铝排",深圳金同盟金属材料有限公司,http://jtmmetal.alu.cn/supply.html
湖南省长沙市岳麓区,86-0731-82433588-,86-0731-88873546-,省长沙市岳麓区,www.tobhj.com,"交通标牌焊机,双脉冲铝焊机,铜焊机",长沙市拓博焊接技术有限公司,http://nebulahj.alu.cn/supply.html
东莞市塘厦镇138工业区,86-0769-82135757-,86-0769-82135523-,市塘厦镇138工业区,,"7075铝板,国产铝板,铝棒,5052铝卷,6061铝带,2024铝棒,进口铝板,铝棒",东莞市森诺金属有限公司,http://senwqx19.alu.cn/supply.html
南京市江宁区禄口镇永骋五金建材市场5区17栋114,86-025-52146856-,86-025-52146855-,市江宁区禄口镇永骋五金建材市场5区17栋114,http://www.nj-taiming.com,"数字压装机,IMD热压成型机,IMD3D冲边机,C型油压机,数控旋铆机,裁切机,鼓包机,压铸冲边机",深圳市鑫台铭,http://dengzhicheng.alu.cn/supply.html
黄石市黄金山工业新区佳美铝业公司,86-0714-3708288-,86---,市黄金山工业新区佳美铝业公司,http://www.topbon100.com,"露台阳光房,铝合金门窗,断桥铝门窗,定制门窗,互联网门窗","更多",http://topbon.alu.cn/supply.html
上海松江开发区1886号,86-021-33732848-02,86-021-33732884-02,松江开发区1886号,,"1070铝材,2A11T3铝板,6082六角铝棒,ALMG1.5铝板,1080铝材,7075角铝,A7075T6铝板,6063铝管",衡励实业(上海)有限公司,http://hengli2035.alu.cn/supply.html
金汇镇金碧路358号,86-021-57486118-815,86---,镇金碧路358号,www.sh-hmly.com,"工业铝型材,铝板,配件,铝管,脚轮,铝型材框架,流水线设备安装,铝型材开模",上海皇闽铝业有限公司,http://shili977857382.alu.cn/supply.html
上海市松江区洞厍路398号7栋,86-021-61726903-,86-021-60190739-,市松江区洞厍路398号7栋,http//www.sdqmy.com,"卷帘门,防火卷帘门,挡烟垂壁,快速卷帘门,铝合金卷帘门,工业门等",上海萨都奇门业有限公司,http://shsdq0101.alu.cn/supply.html
浙江省宁波市鄞州梅墟东外环钢贸城,86-0574-88127302-,86-0574-88127303-,省宁波市鄞州梅墟东外环钢贸城,,"6061,5052,7075,2A12,铝棒,铝板,铝管,2017",宁波日矿金属材料有限公司,http://nbrkjs.alu.cn/supply.html
乐清市柳市镇汤岙余村,86-0577-57189932-,86-0577-57189932-,市柳市镇汤岙余村,https://scomtp.1688.com/,"金属防水盒,定做铸铝防水盒,定做工业插座箱,定做组合式插座箱,户外塑料配电箱,380V工业插座箱,红色工业插头插座,蓝色插头插座箱",浙江司坦电气有限公司,http://chazuo.alu.cn/supply.html
无锡市马山工业园,86-0510-66887686-,86-0510-66887686-,市马山工业园,www.wuxirs.com,板翅式换热器+车辆散热器+换热器+冷却器+液压油散热器+板式换热器+散热器+空压机冷却器,无锡博晟换热器有限公司,http://wuxirs.alu.cn/supply.html
烟台开发区长江路77号中信大厦,86-0535-6106705-,86-0535-6106704-,开发区长江路77号中信大厦,,"机械设备,起重设备",烟台开发区龙海起重工具有限公司,http://ytlhqz2017.alu.cn/supply.html
上海市闵行区莘庄工业园,86-21-60515085,86-21-39651335,市闵行区莘庄工业园,http://www.shanghaitonc.com.cn/,,上海通快润滑油有限公司,http://shtonc.alu.cn/supply.html
上海市嘉定区安亭绿苑路488号莱英国际大厦609室,86-021-68110156-0,86-021-68110615-,市嘉定区安亭绿苑路488号莱英国际大厦609室,http://www.shengyidi.com/details/8973714/,"博世力士乐铝型材,BOSCH,REXROTH铝型材,博世力士乐气动元件,博世力士乐导轨,博世力士乐滑块,博世力士乐基本组件",上海悦显机电工程有限公司,http://yuexianjidian.alu.cn/supply.html
江阴市云亭工业园黄台路6号,86-0150-13961613229-,86-0510-86013932-,市云亭工业园黄台路6号,http://,轻型橡胶输送带、铝型材耐专用高温硅胶输送带、硅胶板、制卡层压毛毡硅胶缓冲垫。热压机硅胶缓冲垫、柔性线路板硅胶缓冲垫等橡胶、硅胶制品,江阴科强工业胶带有限公司,http://jycgh888.alu.cn/supply.html
天津市北辰区名都钢材市场,86-022-58516912-,86-022-58675890-,市北辰区名都钢材市场,http://www.lchxwfg.com,"铝管,铝棒,铝板",天津东旭金属材料有限公司,http://tjdongxu.alu.cn/supply.html
荣成市南山南路35号,86-631-7510069,86-631-3616678,市南山南路35号,"http://www.whxclx.com  www.sdxclx.cn","订做铝箱,工具铝箱,铝合金箱,铝合金航空箱,铝合金医疗器械,警用器械铝箱,音响设备铝箱,仪器仪表铝箱",荣成市新昌铝箱厂,http://happyrchx.alu.cn/supply.html
上海市闵行区春都路75弄10号,86-021-34150570-,86-021-34150583-,市闵行区春都路75弄10号,http://www.tintindus.com,,上海昕德科技发展有限公司,http://tint0005.alu.cn/supply.html
